index,name,mass,px,py,vx,vy,total_fx,total_fy
2582 Harimaya-Bashi (1981 SA),2582 Harimaya-Bashi (1981 SA),6.42E+17,2.47E+11,-4.11E+11,-14269.29338,-8565.345852,0,0
4663 Falta (1984 SM1),4663 Falta (1984 SM1),6.41E+17,-56582572808,-4.77E+11,-16505.53137,1957.737565,0,0
6103 (1993 HV),6103 (1993 HV),6.39E+17,-2.09E+11,4.67E+11,14689.62313,6581.072492,0,0
1556 Wingolfia (1942 AA),1556 Wingolfia (1942 AA),6.37E+17,-1.12E+11,5.00E+11,15698.5462,3528.987799,0,0
4446 Carolyn (1985 TT),4446 Carolyn (1985 TT),6.37E+17,-2.80E+11,-5.27E+11,-13169.6329,6993.719498,0,0
4230 van den Bergh (1973 ST1),4230 van den Bergh (1973 ST1),6.32E+17,-1.87E+11,5.60E+11,14226.52458,4745.593978,0,0
3902 Yoritomo (1986 AL),3902 Yoritomo (1986 AL),6.31E+17,-4.51E+11,-1.73E+11,-5930.695258,15485.43855,0,0
6355 Univermoscow (1969 TX5),6355 Univermoscow (1969 TX5),6.31E+17,21360411202,4.79E+11,16628.21471,-742.2075015,0,0
3565 Ojima (1986 YD),3565 Ojima (1986 YD),6.25E+17,3.87E+11,-2.82E+11,-9804.510453,-13450.24975,0,0
1901 Moravia (1972 AD),1901 Moravia (1972 AD),6.24E+17,-2.80E+11,3.96E+11,13507.9975,9561.522996,0,0
5360 Rozhdestvenskij (1975 VD9),5360 Rozhdestvenskij (1975 VD9),6.24E+17,-4.72E+11,1.13E+11,3858.346675,16080.65499,0,0
2846 Ylppo (1942 CJ),2846 Ylppo (1942 CJ),6.22E+17,-3.96E+11,-2.75E+11,-9477.102019,13624.798,0,0
4973 Showa (1990 FT),4973 Showa (1990 FT),6.21E+17,-5.12E+11,33069368840,1036.53407,16049.24453,0,0
1229 Tilia (1931 TP1),1229 Tilia (1931 TP1),6.18E+17,44651751287,-4.81E+11,-16511.29062,-1534.135203,0,0
3727 Maxhell (1981 PQ),3727 Maxhell (1981 PQ),6.15E+17,-3.89E+11,-3.09E+11,-10176.35647,12792.73837,0,0
8376 (1992 OZ9),8376 (1992 OZ9),6.15E+17,-56412739851,5.94E+11,14843.48631,1408.999213,0,0
6222 (1980 PB3),6222 (1980 PB3),6.10E+17,4.84E+11,-41609518342,-1416.910741,-16472.33176,0,0
3273 Drukar (1975 TS2),3273 Drukar (1975 TS2),6.09E+17,1.92E+11,-4.72E+11,-14945.07343,-6096.570632,0,0
1371 Resi (1935 QJ),1371 Resi (1935 QJ),6.03E+17,1.85E+11,4.42E+11,15353.51761,-6433.249676,0,0
5833 Peterson (1991 PQ),5833 Peterson (1991 PQ),6.02E+17,-65756637837,5.19E+11,15806.25011,2003.995328,0,0
1362 Griqua (1935 QG1),1362 Griqua (1935 QG1),5.99E+17,-2.96E+11,3.79E+11,13098.25109,10218.6168,0,0
6983 Komatsusakyo (1993 YC),6983 Komatsusakyo (1993 YC),5.98E+17,-4.35E+11,-2.08E+11,-7153.997555,14976.69346,0,0
1489 Attila (1939 GC),1489 Attila (1939 GC),5.95E+17,2.55E+11,-4.06E+11,-14096.57618,-8852.808505,0,0
5024 Bechmann (1985 VP),5024 Bechmann (1985 VP),5.92E+17,1.50E+11,4.58E+11,15771.35601,-5145.850977,0,0
3495 Colchagua (1981 NU),3495 Colchagua (1981 NU),5.85E+17,-3.28E+11,-3.53E+11,-12165.27988,11295.83615,0,0
4071 Rostovdon (1981 RD2),4071 Rostovdon (1981 RD2),5.77E+17,29993628234,4.79E+11,16599.50994,-1039.796121,0,0
1477 Bonsdorffia (1938 CC),1477 Bonsdorffia (1938 CC),5.74E+17,-4.12E+11,-2.49E+11,-8599.850576,14209.32264,0,0
2707 Ueferji (1981 QS3),2707 Ueferji (1981 QS3),5.74E+17,-16504791598,4.79E+11,16637.24271,573.7340322,0,0
3660 Lazarev (1978 QX2),3660 Lazarev (1978 QX2),5.74E+17,1.63E+11,4.54E+11,15614.18658,-5617.08518,0,0
3845 Neyachenko (1979 SA10),3845 Neyachenko (1979 SA10),5.74E+17,-68281117681,5.08E+11,15941.00562,2140.790242,0,0
2848 ASP (1959 VF),2848 ASP (1959 VF),5.73E+17,3.96E+11,2.70E+11,9363.762796,-13749.31249,0,0
4318 Bata (1980 DE1),4318 Bata (1980 DE1),5.73E+17,4.79E+11,-52209598939,-1797.135626,-16495.05221,0,0
1890 Konoshenkova (1968 CD),1890 Konoshenkova (1968 CD),5.71E+17,-3.27E+11,-3.52E+11,-12172.09183,11321.20751,0,0
8086 Peterthomas (1989 RB6),8086 Peterthomas (1989 RB6),5.70E+17,-4.71E+11,-3.58E+11,-9060.354759,11919.37912,0,0
5495 Rumyantsev (1972 RY3),5495 Rumyantsev (1972 RY3),5.67E+17,4.38E+11,2.63E+11,8313.067087,-13812.90338,0,0
7174 Semois (1988 SQ),7174 Semois (1988 SQ),5.67E+17,-5.45E+11,-2.47E+11,-6145.543956,13574.44003,0,0
6574 Gvishiani (1976 QE1),6574 Gvishiani (1976 QE1),5.64E+17,-3.29E+11,3.88E+11,12318.63285,10455.14777,0,0
6392 Takashimizuno (1990 HR),6392 Takashimizuno (1990 HR),5.60E+17,26577819162,4.80E+11,16583.51879,-917.5353875,0,0
2702 Batrakov (1978 SZ2),2702 Batrakov (1978 SZ2),5.54E+17,-4.88E+11,-1.48E+11,-4681.863286,15441.61448,0,0
3766 Junepatterson (1983 BF),3766 Junepatterson (1983 BF),5.52E+17,-2.87E+11,-3.91E+11,-13323.17291,9801.60537,0,0
6052 Junichi (1992 CE1),6052 Junichi (1992 CE1),5.50E+17,-38661583350,-4.84E+11,-16480.28785,1316.435996,0,0
745 Mauritia (1913 QX),745 Mauritia (1913 QX),5.49E+17,3.14E+11,3.74E+11,12637.27642,-10588.22839,0,0
7458 (1984 DE1),7458 (1984 DE1),5.49E+17,74323550198,5.54E+11,15274.64236,-2049.98729,0,0
3015 Candy (1980 VN),3015 Candy (1980 VN),5.45E+17,-2.04E+11,4.64E+11,14810.87388,6526.389334,0,0
3021 Lucubratio (1967 CB),3021 Lucubratio (1967 CB),5.43E+17,-3.72E+11,3.02E+11,10498.18291,12911.07625,0,0
4495 Dassanowsky (1988 VS),4495 Dassanowsky (1988 VS),5.43E+17,2.07E+11,-5.56E+11,-14022.66538,-5215.054105,0,0
7217 Dacke (1979 QX3),7217 Dacke (1979 QX3),5.43E+17,4.49E+11,-1.71E+11,-5909.471443,-15531.40529,0,0
7215 Gerhard (1977 FS),7215 Gerhard (1977 FS),5.41E+17,1.83E+11,4.44E+11,15368.78569,-6349.642015,0,0
1175 Margo (1930 UD),1175 Margo (1930 UD),5.39E+17,2.99E+11,-3.76E+11,-12999.14506,-10348.92484,0,0
7466 (1989 VC2),7466 (1989 VC2),5.31E+17,4.27E+11,-2.61E+11,-8489.166172,-13891.51244,0,0
7027 Toshihanda (1993 XT),7027 Toshihanda (1993 XT),5.30E+17,5.93E+11,28124001580,709.1330687,-14940.58084,0,0
7574 (1989 WO1),7574 (1989 WO1),5.28E+17,4.73E+11,-2.01E+11,-6290.118298,-14779.45596,0,0
8130 Seeberg (1976 DJ1),8130 Seeberg (1976 DJ1),5.25E+17,5.44E+11,2.48E+11,6174.525042,-13562.63169,0,0
5704 Schumacher (1950 DE),5704 Schumacher (1950 DE),5.24E+17,-62419913052,-4.77E+11,-16461.12195,2151.901538,0,0
7284 (1989 VW),7284 (1989 VW),5.20E+17,5.88E+11,88056821526,2211.345072,-14772.64867,0,0
5780 Lafontaine (1990 EJ2),5780 Lafontaine (1990 EJ2),5.02E+17,-4.75E+11,1.59E+11,5165.621695,15439.94473,0,0
2114 Wallenquist (1976 HA),2114 Wallenquist (1976 HA),5.01E+17,-4.68E+11,-1.03E+11,-3593.08928,16255.64576,0,0
5439 Couturier (1990 RW),5439 Couturier (1990 RW),4.91E+17,2.74E+11,5.23E+11,13282.13801,-6951.320785,0,0
3514 Hooke (1971 UJ),3514 Hooke (1971 UJ),4.90E+17,-46265696453,5.90E+11,14925.03708,1169.705856,0,0
6039 Parmenides (1989 RS),6039 Parmenides (1989 RS),4.90E+17,4.07E+11,-3.09E+11,-9739.295341,-12827.44473,0,0
1491 Balduinus (1938 EJ),1491 Balduinus (1938 EJ),4.88E+17,4.34E+11,-2.16E+11,-7375.17321,-14809.2096,0,0
6079 Gerokurat (1981 DG3),6079 Gerokurat (1981 DG3),4.88E+17,-3.62E+11,-3.15E+11,-10921.56024,12545.77623,0,0
2342 Lebedev (1968 UQ),2342 Lebedev (1968 UQ),4.87E+17,-4.76E+11,-71885151650,-2480.23557,16419.42947,0,0
4746 Doi (1989 TP1),4746 Doi (1989 TP1),4.87E+17,-21549702082,4.80E+11,16599.99397,745.0032009,0,0
3622 Ilinsky (1981 SX7),3622 Ilinsky (1981 SX7),4.86E+17,3.86E+11,3.29E+11,10490.07321,-12308.48723,0,0
5362 Johnyoung (1978 CH),5362 Johnyoung (1978 CH),4.86E+17,-2.46E+11,4.43E+11,14153.95772,7852.57206,0,0
6546 Kaye (1987 DY4),6546 Kaye (1987 DY4),4.81E+17,-2.12E+11,4.33E+11,14892.77951,7297.962862,0,0
6462 Myougi (1994 AF2),6462 Myougi (1994 AF2),4.77E+17,3.35E+11,-3.43E+11,-11918.59614,-11609.3277,0,0
2667 Oikawa (1967 UO),2667 Oikawa (1967 UO),4.72E+17,1.88E+11,4.45E+11,15277.4879,-6445.582023,0,0
4192 Breysacher (1981 DH),4192 Breysacher (1981 DH),4.72E+17,-15852168077,-4.80E+11,-16618.90231,549.1472936,0,0
3012 Minsk (1979 QU9),3012 Minsk (1979 QU9),4.68E+17,-1.47E+11,4.59E+11,15800.45863,5060.430869,0,0
5528 (1992 AJ),5528 (1992 AJ),4.67E+17,2.39E+11,4.23E+11,14386.59674,-8131.7964,0,0
5301 Novobranets (1974 SD3),5301 Novobranets (1974 SD3),4.66E+17,2.42E+11,4.41E+11,14244.61441,-7811.069526,0,0
3966 Cherednichenko (1976 SD3),3966 Cherednichenko (1976 SD3),4.64E+17,-4.25E+11,-2.31E+11,-7898.207764,14563.25082,0,0
5733 (1989 AQ),5733 (1989 AQ),4.59E+17,-2.55E+11,4.07E+11,14094.44176,8815.978164,0,0
1922 Zulu (1949 HC),1922 Zulu (1949 HC),4.57E+17,3.40E+11,-3.44E+11,-11783.6817,-11637.9472,0,0
8030 Williamknight (1991 SK),8030 Williamknight (1991 SK),4.57E+17,-3.48E+11,3.36E+11,11509.12546,11918.66092,0,0
4870 Shcherban' (1989 UK8),4870 Shcherban' (1989 UK8),4.45E+17,3.29E+11,3.51E+11,12123.50927,-11367.76645,0,0
7501 Farra (1996 VD3),7501 Farra (1996 VD3),4.45E+17,59724357261,-4.94E+11,-16214.4148,-1960.620419,0,0
1395 Aribeda (1936 OB),1395 Aribeda (1936 OB),4.43E+17,3.02E+11,3.72E+11,12932.23576,-10481.51288,0,0
1956 Artek (1969 TX1),1956 Artek (1969 TX1),4.43E+17,-4.62E+11,1.26E+11,4387.148072,16059.34321,0,0
3071 Nesterov (1973 FT1),3071 Nesterov (1973 FT1),4.43E+17,4.48E+11,-1.72E+11,-5960.935317,-15519.37954,0,0
3785 Kitami (1986 WM),3785 Kitami (1986 WM),4.39E+17,7320068946,-4.85E+11,-16546.77941,-249.9692144,0,0
7662 (1994 RM1),7662 (1994 RM1),4.38E+17,-4.74E+11,96441015227,3298.608419,16225.62821,0,0
4337 Arecibo (1985 GB),4337 Arecibo (1985 GB),4.37E+17,-3.79E+11,3.07E+11,10379.02686,12822.7796,0,0
3916 Maeva (1981 QA3),3916 Maeva (1981 QA3),4.35E+17,4.83E+11,-44747789791,-1525.583217,-16469.18089,0,0
6124 Mecklenburg (1987 SL10),6124 Mecklenburg (1987 SL10),4.35E+17,-5.83E+11,1.24E+11,3091.960666,14597.3235,0,0
7551 Edstolper (1981 EF26),7551 Edstolper (1981 EF26),4.35E+17,-4.80E+11,-19166636980,-662.663997,16603.87521,0,0
1373 Cincinnati (1935 QN),1373 Cincinnati (1935 QN),4.32E+17,-5.11E+11,22096188114,695.7499634,16092.08499,0,0
4758 Hermitage (1978 SN4),4758 Hermitage (1978 SN4),4.32E+17,3.01E+11,3.74E+11,12945.10192,-10429.82026,0,0
2722 Abalakin (1976 GM2),2722 Abalakin (1976 GM2),4.30E+17,-4.28E+11,-2.18E+11,-7553.71999,14815.15669,0,0
6890 Savinykh (1975 RP),6890 Savinykh (1975 RP),4.27E+17,-2.33E+11,-4.20E+11,-14542.73265,8056.219213,0,0
6340 Kathmandu (1993 TF2),6340 Kathmandu (1993 TF2),4.24E+17,4.75E+11,94324517115,3228.754774,-16244.09792,0,0
5446 Heyler (1991 PB13),5446 Heyler (1991 PB13),4.20E+17,78396656559,-4.74E+11,-16396.60979,-2711.555488,0,0
3675 Kemstach (1982 YP1),3675 Kemstach (1982 YP1),4.18E+17,-1.31E+11,-4.87E+11,-15666.82119,4209.621082,0,0
6996 Alvensleben (2222 T-2),6996 Alvensleben (2222 T-2),4.18E+17,-4.82E+11,-1.75E+11,-5472.43346,15125.9396,0,0
6759 (1980 KD),6759 (1980 KD),4.15E+17,-11710622792,4.83E+11,16567.16869,401.5964092,0,0
6677 Renoir (3045 T-3),6677 Renoir (3045 T-3),4.13E+17,4.86E+11,-1110972856,-37.76965432,-16524.10565,0,0
7029 (1993 XT2),7029 (1993 XT2),3.99E+17,-4.52E+11,1.77E+11,6041.615509,15391.71027,0,0
1317 Silvretta (1935 RC),1317 Silvretta (1935 RC),3.98E+17,4.55E+11,-1.49E+11,-5187.549966,-15811.12509,0,0
2721 Vsekhsvyatskij (1973 SP2),2721 Vsekhsvyatskij (1973 SP2),3.94E+17,2.82E+11,-3.94E+11,-13462.86038,-9625.553232,0,0
5021 Krylania (1982 VK12),5021 Krylania (1982 VK12),3.89E+17,4.21E+11,2.31E+11,8011.759401,-14569.01977,0,0
7710 Ishibashi (1994 WT2),7710 Ishibashi (1994 WT2),3.89E+17,74446356182,5.06E+11,15941.99764,-2347.054317,0,0
6351 Neumann (4277 T-1),6351 Neumann (4277 T-1),3.87E+17,22265031011,4.86E+11,16502.23939,-756.3122266,0,0
6062 Vespa (1983 JQ),6062 Vespa (1983 JQ),3.84E+17,14304982258,-4.81E+11,-16601.98191,-493.884796,0,0
1941 Wild (1931 TN1),1941 Wild (1931 TN1),3.80E+17,5.54E+11,-2.07E+11,-5231.794502,-14034.4818,0,0
4741 Leskov (1985 VP3),4741 Leskov (1985 VP3),3.79E+17,-3.54E+11,-3.28E+11,-11266.69069,12167.63256,0,0
4158 Santini (1989 BE),4158 Santini (1989 BE),3.73E+17,21488703419,-5.09E+11,-16132.33428,-681.6258694,0,0
3962 Valyaev (1967 CC),3962 Valyaev (1967 CC),3.62E+17,-4.68E+11,-1.12E+11,-3855.647773,16159.33827,0,0
8453 (1981 EQ),8453 (1981 EQ),3.62E+17,-4.55E+11,-1.50E+11,-5197.991973,15809.70393,0,0
7222 Alekperov (1981 TJ3),7222 Alekperov (1981 TJ3),3.57E+17,-4.03E+11,-2.65E+11,-9113.81373,13852.6578,0,0
7226 Kryl (1984 QJ),7226 Kryl (1984 QJ),3.57E+17,-4.01E+11,-2.66E+11,-9189.718219,13835.86635,0,0
4234 Evtushenko (1978 JT1),4234 Evtushenko (1978 JT1),3.49E+17,45357025769,-4.77E+11,-16564.85218,-1574.522248,0,0
5570 Kirsan (1976 GM7),5570 Kirsan (1976 GM7),3.44E+17,1.76E+11,4.50E+11,15426.24681,-6036.064568,0,0
7322 Lavrentina (1979 SW2),7322 Lavrentina (1979 SW2),3.44E+17,-2.15E+11,-4.28E+11,-14879.56758,7463.9021,0,0
8374 Horohata (1992 AK1),8374 Horohata (1992 AK1),3.42E+17,-1.19E+11,-4.67E+11,-16083.59086,4106.704366,0,0
8409 Valentaugustus (1995 WB43),8409 Valentaugustus (1995 WB43),3.40E+17,4.76E+11,-60339929478,-2093.488785,-16504.22523,0,0
5957 Irina (1988 JN),5957 Irina (1988 JN),3.39E+17,-2.69E+11,-4.02E+11,-13769.78996,9205.499615,0,0
7051 Sean (1985 JY),7051 Sean (1985 JY),3.39E+17,-3.78E+11,3.02E+11,10328.02235,12940.51048,0,0
2673 Lossignol (1980 KN),2673 Lossignol (1980 KN),3.36E+17,-4.79E+11,-29820004000,-1034.466817,16603.54839,0,0
3821 Sonet (1985 RC3),3821 Sonet (1985 RC3),3.36E+17,-34364205114,4.82E+11,16529.40027,1178.31638,0,0
4244 Zakharchenko (1981 TO3),4244 Zakharchenko (1981 TO3),3.36E+17,2.83E+11,3.87E+11,13437.75715,-9804.821518,0,0
4255 Spacewatch (1986 GW),4255 Spacewatch (1986 GW),3.36E+17,3.40E+11,4.88E+11,12249.25815,-8552.087747,0,0
3933 Portugal (1986 EN4),3933 Portugal (1986 EN4),3.32E+17,-2.60E+11,-4.11E+11,-13953.73799,8842.874424,0,0
6697 Celentano (1987 HM1),6697 Celentano (1987 HM1),3.32E+17,4.35E+11,-2.10E+11,-7215.476758,-14921.03945,0,0
4393 Dawe (1978 VP8),4393 Dawe (1978 VP8),3.27E+17,-4.81E+11,-31275181219,-1075.868012,16554.28349,0,0
7270 Punkin (1978 NY7),7270 Punkin (1978 NY7),3.27E+17,-1.20E+11,-4.65E+11,-16090.48033,4149.045524,0,0
8247 Cherylhall (1979 SP14),8247 Cherylhall (1979 SP14),3.26E+17,1.00E+11,4.71E+11,16233.24147,-3461.280735,0,0
3010 Ushakov (1978 SB5),3010 Ushakov (1978 SB5),3.22E+17,3.79E+11,2.99E+11,10276.79759,-13005.99264,0,0
7038 Tokorozawa (1995 DJ2),7038 Tokorozawa (1995 DJ2),3.21E+17,-4.69E+11,1.04E+11,3595.937223,16225.21621,0,0
5770 (1987 RY),5770 (1987 RY),3.18E+17,-4.17E+11,-2.37E+11,-8225.752023,14458.68144,0,0
7077 Shermanschultz (1982 VZ),7077 Shermanschultz (1982 VZ),3.15E+17,4.79E+11,16769150904,581.9361539,-16627.54692,0,0
8482 Wayneolm (1988 RA11),8482 Wayneolm (1988 RA11),3.14E+17,1.53E+11,4.75E+11,15523.49207,-4999.527395,0,0
5157 Hindemith (1973 UB5),5157 Hindemith (1973 UB5),3.13E+17,3.65E+11,-3.13E+11,-10822.48495,-12611.46292,0,0
3789 Zhongguo (1928 UF),3789 Zhongguo (1928 UF),3.11E+17,4.70E+11,1.44E+11,4826.599981,-15707.01466,0,0
6739 Tarendo (1993 FU38),6739 Tarendo (1993 FU38),3.11E+17,2.75E+11,-3.98E+11,-13624.14616,-9417.606413,0,0
4098 Thraen (1987 WQ1),4098 Thraen (1987 WQ1),3.08E+17,-3.96E+11,-2.77E+11,-9485.453882,13590.97257,0,0
2485 Scheffler (1932 BH),2485 Scheffler (1932 BH),3.03E+17,-2.96E+11,3.86E+11,13114.05829,10037.84387,0,0
4814 Casacci (1978 RW),4814 Casacci (1978 RW),3.03E+17,2.53E+11,-4.12E+11,-14119.62393,-8656.590142,0,0
5221 Fabribudweis (1980 FB),5221 Fabribudweis (1980 FB),3.03E+17,1.84E+11,4.45E+11,15340.85581,-6351.599372,0,0
3601 Velikhov (1979 SP9),3601 Velikhov (1979 SP9),2.99E+17,-4.83E+11,-42572873443,-1452.945423,16481.50959,0,0
8076 Foscarini (1985 RV4),8076 Foscarini (1985 RV4),2.97E+17,-2.12E+11,4.30E+11,14930.56956,7343.977947,0,0
8410 Hiroakiohno (1996 QZ1),8410 Hiroakiohno (1996 QZ1),2.92E+17,24252534492,4.82E+11,16554.97254,-832.2795038,0,0
7382 Bozhenkova (1981 RJ5),7382 Bozhenkova (1981 RJ5),2.88E+17,2.72E+11,3.95E+11,13702.30612,-9445.751094,0,0
8075 Roero (1985 PE),8075 Roero (1985 PE),2.81E+17,1.67E+11,-4.49E+11,-15608.11226,-5792.459247,0,0
6300 Hosamu (1988 YB),6300 Hosamu (1988 YB),2.78E+17,3.08E+11,-3.76E+11,-12781.42451,-10468.45593,0,0
8227 (1996 VD4),8227 (1996 VD4),2.77E+17,2.58E+11,4.05E+11,14026.36536,-8927.105109,0,0
7461 Kachmokiam (1984 TD),7461 Kachmokiam (1984 TD),2.71E+17,-1.92E+11,4.40E+11,15236.25662,6667.374853,0,0
7639 Offutt (1985 DC1),7639 Offutt (1985 DC1),2.71E+17,-4.44E+11,1.93E+11,6590.576151,15193.35679,0,0
7944 (1991 PR12),7944 (1991 PR12),2.71E+17,3.01E+11,3.73E+11,12940.81451,-10446.89215,0,0
6531 Subashiri (1994 YY),6531 Subashiri (1994 YY),2.69E+17,4.75E+11,84312769391,2896.971641,-16327.72837,0,0
4985 Fitzsimmons (1979 QK4),4985 Fitzsimmons (1979 QK4),2.63E+17,4.71E+11,-1.17E+11,-3991.041367,-16046.37162,0,0
6832 Kawabata (1992 FP),6832 Kawabata (1992 FP),2.62E+17,4.74E+11,85678304125,2950.567,-16330.85666,0,0
3797 Ching-Sung Yu (1987 YL),3797 Ching-Sung Yu (1987 YL),2.60E+17,-3.73E+11,-3.07E+11,-10530.4276,12795.76854,0,0
4846 Tuthmosis (6575 P-L),4846 Tuthmosis (6575 P-L),2.58E+17,3.89E+11,-2.83E+11,-9778.601815,-13423.61216,0,0
8322 Kononovich (1978 RL1),8322 Kononovich (1978 RL1),2.58E+17,4.83E+11,-12842892284,-441.0249289,-16573.68083,0,0
6618 Jimsimons (1936 SO),6618 Jimsimons (1936 SO),2.56E+17,2.06E+11,1.90E+11,14725.59407,-16009.28034,0,0
6227 Alanrubin (1981 EQ42),6227 Alanrubin (1981 EQ42),2.54E+17,-1.98E+11,4.42E+11,15113.48257,6763.707893,0,0
6930 (1994 VJ3),6930 (1994 VJ3),2.52E+17,-4.78E+11,-42008231591,-1455.668068,16565.77026,0,0
4177 Kohman (1987 SS1),4177 Kohman (1987 SS1),2.46E+17,-4.38E+11,2.28E+11,7556.647392,14551.28911,0,0
2921 Sophocles (6525 P-L),2921 Sophocles (6525 P-L),2.34E+17,-4.34E+11,-2.19E+11,-7456.870471,14745.17202,0,0
3353 Jarvis (1981 YC),3353 Jarvis (1981 YC),2.34E+17,-2.65E+11,87483370550,6849.513838,20718.6072,0,0
3290 Azabu (1973 SZ1),3290 Azabu (1973 SZ1),2.26E+17,-4.71E+11,3.58E+11,9053.432887,11928.79464,0,0
6622 Matvienko (1978 RG1),6622 Matvienko (1978 RG1),2.23E+17,-18686473935,4.84E+11,16540.89907,638.6418279,0,0
4423 Golden (1949 GH),4423 Golden (1949 GH),2.19E+17,-4.29E+11,2.70E+11,8613.208521,13692.70239,0,0
7613 `Akikiki (1996 DK),7613 `Akikiki (1996 DK),2.10E+17,-4.55E+11,1.66E+11,5670.795525,15559.47115,0,0
4490 Bambery (1988 ND),4490 Bambery (1988 ND),2.07E+17,1.89E+11,2.19E+11,16212.46197,-14019.1709,0,0
7371 El-Baz (1978 VA6),7371 El-Baz (1978 VA6),2.05E+17,4.71E+11,1.10E+11,3771.295042,-16126.16055,0,0
434 Hungaria (1898 DR),434 Hungaria (1898 DR),1.99E+17,-2.84E+11,63154878884,4637.592197,20850.46962,0,0
8348 Bhattacharyya (1988 BX),8348 Bhattacharyya (1988 BX),1.84E+17,-1.47E+11,2.38E+11,18535.7358,11444.01024,0,0
2131 Mayall (1975 RA),2131 Mayall (1975 RA),1.83E+17,2.49E+11,-1.33E+11,-10214.25017,-19123.80036,0,0
5384 Changjiangcun (1957 VA),5384 Changjiangcun (1957 VA),1.83E+17,-2.76E+11,-88395611737,-6535.501313,20386.66647,0,0
1509 Esclangona (1938 YG),1509 Esclangona (1938 YG),1.82E+17,-1.38E+11,2.44E+11,18963.90534,10757.3928,0,0
3266 Bernardus (1978 PA),3266 Bernardus (1978 PA),1.69E+17,2.37E+11,-1.59E+11,-11974.80285,-17927.80452,0,0
1600 Vyssotsky (1947 UC),1600 Vyssotsky (1947 UC),1.65E+17,51799660803,-2.72E+11,-21517.40489,-4102.401103,0,0
1019 Strackea (1924 QN),1019 Strackea (1924 QN),1.59E+17,2.19E+11,1.84E+11,13891.15468,-16464.72604,0,0
8463 Naomimurdoch (1981 EM27),8463 Naomimurdoch (1981 EM27),1.58E+17,-2.55E+11,-4.05E+11,-14090.02442,8870.591343,0,0
5806 Archieroy (1986 AG1),5806 Archieroy (1986 AG1),1.51E+17,2.75E+11,-1.03E+11,-7427.393109,-19916.96893,0,0
1103 Sequoia (1928 VB),1103 Sequoia (1928 VB),1.49E+17,45196216162,-2.86E+11,-21156.31504,-3346.604985,0,0
8519 (1992 DB10),8519 (1992 DB10),1.49E+17,-35142135884,-4.85E+11,-16481.38754,1194.831088,0,0
1453 Fennia (1938 ED1),1453 Fennia (1938 ED1),1.46E+17,2.84E+11,-7228757589,-550.902525,-21618.98591,0,0
8467 Benoitcarry (1981 ES35),8467 Benoitcarry (1981 ES35),1.43E+17,-1.63E+11,4.51E+11,15640.71345,5649.782482,0,0
4125 Lew Allen (1987 MO),4125 Lew Allen (1987 MO),1.42E+17,-1.15E+11,-2.63E+11,-19687.2937,8607.593646,0,0
4713 Steel (1989 QL),4713 Steel (1989 QL),1.40E+17,-2.19E+11,-1.88E+11,-13963.35003,16294.51025,0,0
3225 Hoag (1982 QQ),3225 Hoag (1982 QQ),1.39E+17,1.17E+11,-2.55E+11,-19738.74853,-9074.203073,0,0
2150 Nyctimene (1977 TA),2150 Nyctimene (1977 TA),1.35E+17,2.67E+11,1.03E+11,7759.687536,-20086.85238,0,0
3688 Navajo (1981 FD),3688 Navajo (1981 FD),1.35E+17,4.44E+11,-1.88E+11,-6459.51929,-15278.97531,0,0
3447 Burckhalter (1956 SC),3447 Burckhalter (1956 SC),1.33E+17,1.01E+11,2.80E+11,19857.76326,-7160.680891,0,0
4483 Petofi (1986 RC2),4483 Petofi (1986 RC2),1.30E+17,2.62E+11,1.20E+11,8931.88402,-19536.808,0,0
6271 Farmer (1991 NF),6271 Farmer (1991 NF),1.25E+17,-1.44E+11,2.57E+11,18519.85283,10377.83379,0,0
7187 Isobe (1992 BW),7187 Isobe (1992 BW),1.20E+17,-2.56E+11,-1.35E+11,-9998.884679,18915.12862,0,0
2272 Montezuma (1972 FA),2272 Montezuma (1972 FA),1.18E+17,39364807788,2.76E+11,21581.90523,-3072.793837,0,0
3940 Larion (1973 FE1),3940 Larion (1973 FE1),1.13E+17,2.96E+11,-24276542199,-1724.314244,-21053.81254,0,0
3043 San Diego (1982 SA),3043 San Diego (1982 SA),1.12E+17,-2.88E+11,9910051978,737.9125603,21446.60987,0,0
3309 Brorfelde (1982 BH),3309 Brorfelde (1982 BH),1.12E+17,2.65E+11,59889804281,4866.668286,-21550.88267,0,0
6901 Roybishop (1989 PA),6901 Roybishop (1989 PA),1.12E+17,1.98E+11,2.13E+11,15646.0217,-14554.99372,0,0
6382 (1988 EL),6382 (1988 EL),1.10E+17,-2.09E+11,-1.75E+11,-14153.99777,16909.11383,0,0
4674 Pauling (1989 JC),4674 Pauling (1989 JC),1.07E+17,2.77E+11,-29592918854,-2324.407524,-21720.74902,0,0
5968 Trauger (1991 FC),5968 Trauger (1991 FC),1.07E+17,2.51E+11,-1.35E+11,-10216.16426,-18985.82277,0,0
5905 Johnson (1989 CJ1),5905 Johnson (1989 CJ1),1.05E+17,1.56E+11,2.40E+11,18079.89312,-11725.67964,0,0
3169 Ostro (1981 LA),3169 Ostro (1981 LA),1.04E+17,-1.89E+11,-2.11E+11,-16137.56378,14436.68361,0,0
4116 Elachi (1982 SU),4116 Elachi (1982 SU),1.04E+17,1.79E+11,2.15E+11,16717.05855,-13939.22085,0,0
Mathilde,Mathilde,1.03E+17,3.77E+11,1.20E+11,5568.045873,-17439.65142,0,0
