index,name,mass,px,py,vx,vy,total_fx,total_fy
976 Benjamina (1922 LU),976 Benjamina (1922 LU),1.85E+18,77954181033,-4.72E+11,-16425.58905,-2710.073152,0,0
1015 Christa (1924 QF),1015 Christa (1924 QF),1.83E+18,3.98E+11,-2.68E+11,-9290.489936,-13798.44002,0,0
1303 Luthera (1928 FP),1303 Luthera (1928 FP),1.82E+18,2.79E+11,3.94E+11,13532.36754,-9576.196864,0,0
1512 Oulu (1939 FE),1512 Oulu (1939 FE),1.77E+18,4.78E+11,-3.50E+11,-8849.263062,-12074.98925,0,0
1754 Cunningham (1935 FE),1754 Cunningham (1935 FE),1.77E+18,-1.77E+11,5.63E+11,14307.46326,4503.902093,0,0
940 Kordula (1920 HT),940 Kordula (1920 HT),1.77E+18,-4.13E+11,-2.88E+11,-9302.105356,13305.92916,0,0
1323 Tugela (1934 LD),1323 Tugela (1934 LD),1.74E+18,98581252897,-4.73E+11,-16226.75303,-3382.878753,0,0
499 Venusia (1902 KX),499 Venusia (1902 KX),1.72E+18,-5.95E+11,70648339370,1753.749845,14775.99868,0,0
1212 Francette (1931 XC),1212 Francette (1931 XC),1.70E+18,4.41E+11,-3.94E+11,-9982.783104,-11179.43084,0,0
Lutetia,Lutetia,1.70E+18,2.76E+11,-2.38E+11,-12487.3089,-14435.74053,0,0
927 Ratisbona (1920 GO),927 Ratisbona (1920 GO),1.69E+18,1.25E+11,4.67E+11,16015.12321,-4277.080833,0,0
108 Hecuba,108 Hecuba,1.68E+18,4.39E+11,-2.04E+11,-6988.080653,-15006.19356,0,0
1266 Tone (1927 BD),1266 Tone (1927 BD),1.68E+18,-82899795123,-4.96E+11,-16028.8761,2681.152377,0,0
325 Heidelberga,325 Heidelberga,1.68E+18,82381550219,4.75E+11,16343.99872,-2833.179436,0,0
892 Seeligeria (1918 DR),892 Seeligeria (1918 DR),1.66E+18,-3.60E+11,3.21E+11,11030.94877,12378.37195,0,0
1001 Gaussia (1923 OA),1001 Gaussia (1923 OA),1.62E+18,3.39E+11,-3.41E+11,-11783.20599,-11722.50009,0,0
1345 Potomac (1908 CG),1345 Potomac (1908 CG),1.62E+18,1.66E+11,-5.72E+11,-14331.44926,-4159.387976,0,0
781 Kartvelia (1914 UF),781 Kartvelia (1914 UF),1.62E+18,-55565309314,-4.78E+11,-16496.18047,1917.701727,0,0
1004 Belopolskya (1923 OS),1004 Belopolskya (1923 OS),1.59E+18,-5.02E+11,-81781200424,-2595.19164,15939.06811,0,0
777 Gutemberga (1914 TZ),777 Gutemberga (1914 TZ),1.59E+18,1.47E+11,4.60E+11,15784.49141,-5059.900618,0,0
1118 Hanskya (1927 QD),1118 Hanskya (1927 QD),1.58E+18,1.28E+11,-4.63E+11,-16019.49245,-4424.655873,0,0
122 Gerda,122 Gerda,1.57E+18,-4.06E+11,-2.59E+11,-8924.829905,13984.7992,0,0
1567 Alikoski (1941 HN),1567 Alikoski (1941 HN),1.54E+18,4.60E+11,1.40E+11,4848.162398,-15894.26831,0,0
1256 Normannia (1932 PD),1256 Normannia (1932 PD),1.52E+18,-5.58E+11,1.69E+11,4385.212179,14436.7266,0,0
648 Pippa (1907 AE),648 Pippa (1907 AE),1.52E+18,75904465928,-4.73E+11,-16431.34548,-2635.849716,0,0
1796 Riga (1966 KB),1796 Riga (1966 KB),1.51E+18,1.34E+11,-4.84E+11,-15664.99395,-4347.53076,0,0
1911 Schubart (1973 UD),1911 Schubart (1973 UD),1.50E+18,5.26E+11,2.76E+11,6940.276343,-13236.65061,0,0
300 Geraldina,300 Geraldina,1.50E+18,76582070278,-4.73E+11,-16427.19025,-2659.193939,0,0
Siwa,Siwa,1.50E+18,-2.06E+11,3.53E+11,15560.14362,9088.412486,0,0
483 Seppina (1902 HU),483 Seppina (1902 HU),1.49E+18,1.54E+11,-4.88E+11,-15347.56439,-4853.546171,0,0
859 Bouzareah (1916 c),859 Bouzareah (1916 c),1.45E+18,4.82E+11,-15329590146,-527.3174036,-16580.59998,0,0
1315 Bronislawa (1933 SF1),1315 Bronislawa (1933 SF1),1.44E+18,-4.59E+11,-1.39E+11,-4821.256516,15920.35921,0,0
643 Scheherezade (1907 ZZ),643 Scheherezade (1907 ZZ),1.44E+18,-4.85E+11,-1.32E+11,-4260.476007,15676.32803,0,0
1042 Amazone (1925 HA),1042 Amazone (1925 HA),1.42E+18,-4.62E+11,-1.45E+11,-4958.866991,15803.08535,0,0
1167 Dubiago (1930 PB),1167 Dubiago (1930 PB),1.40E+18,3.95E+11,3.24E+11,10232.62666,-12456.00587,0,0
1746 Brouwer (1963 RF),1746 Brouwer (1963 RF),1.39E+18,89541317991,-5.84E+11,-14809.48373,-2269.035375,0,0
1109 Tata (1929 CU),1109 Tata (1929 CU),1.37E+18,2.04E+11,4.37E+11,15025.80853,-7012.006807,0,0
581 Tauntonia (1905 SH),581 Tauntonia (1905 SH),1.37E+18,48526489221,-4.78E+11,-16536.20964,-1678.999539,0,0
1051 Merope (1925 SA),1051 Merope (1925 SA),1.34E+18,4.51E+11,1.66E+11,5727.174951,-15593.75227,0,0
1038 Tuckia (1924 TK),1038 Tuckia (1924 TK),1.30E+18,-2.08E+11,-5.59E+11,-13985.618,5205.136751,0,0
436 Patricia (1898 DT),436 Patricia (1898 DT),1.30E+18,-3.63E+11,-3.12E+11,-10848.5137,12624.09629,0,0
764 Gedania (1913 SU),764 Gedania (1913 SU),1.30E+18,1.52E+11,-4.54E+11,-15791.59873,-5266.754651,0,0
2760 Kacha (1980 TU6),2760 Kacha (1980 TU6),1.29E+18,-5.44E+11,-2.45E+11,-6121.908814,13601.15173,0,0
903 Nealley (1918 EM),903 Nealley (1918 EM),1.29E+18,3.31E+11,3.54E+11,12080.38171,-11310.20545,0,0
1309 Hyperborea (1931 TO),1309 Hyperborea (1931 TO),1.28E+18,-2.20E+11,4.26E+11,14786.4013,7627.490265,0,0
1574 Meyer (1949 FD),1574 Meyer (1949 FD),1.28E+18,-1.73E+11,5.01E+11,14959.01855,5177.359383,0,0
2196 Ellicott (1965 BC),2196 Ellicott (1965 BC),1.28E+18,1.48E+11,-4.92E+11,-15392.98506,-4628.251452,0,0
1144 Oda (1930 BJ),1144 Oda (1930 BJ),1.25E+18,-1.33E+11,5.48E+11,14909.79988,3611.751705,0,0
1529 Oterma (1938 BC),1529 Oterma (1938 BC),1.25E+18,-5.13E+11,3.05E+11,7615.458229,12823.94461,0,0
1154 Astronomia (1927 CB),1154 Astronomia (1927 CB),1.24E+18,-5.05E+11,54455774827,1734.228267,16074.8608,0,0
1202 Marina (1931 RL),1202 Marina (1931 RL),1.22E+18,1.73E+11,5.73E+11,14252.71929,-4317.298657,0,0
1558 Jarnefelt (1942 BD),1558 Jarnefelt (1942 BD),1.22E+18,3.66E+11,-3.14E+11,-10808.62988,-12578.27399,0,0
1328 Devota (1925 UA),1328 Devota (1925 UA),1.19E+18,2.61E+11,4.54E+11,13806.17862,-7920.172033,0,0
2311 El Leoncito (1974 TA1),2311 El Leoncito (1974 TA1),1.18E+18,-94104671579,-5.36E+11,-15387.1236,2703.809942,0,0
3731 Hancock (1984 DH1),3731 Hancock (1984 DH1),1.18E+18,2.42E+11,4.18E+11,14340.60034,-8319.085122,0,0
2008 Konstitutsiya (1973 SV4),2008 Konstitutsiya (1973 SV4),1.16E+18,-2.71E+11,-3.98E+11,-13730.248,9346.26614,0,0
2697 Albina (1969 TC3),2697 Albina (1969 TC3),1.15E+18,-1.75E+11,-5.03E+11,-14914.68124,5186.754005,0,0
973 Aralia (1922 LR),973 Aralia (1922 LR),1.15E+18,1.42E+11,-4.59E+11,-15874.26571,-4919.923603,0,0
1280 Baillauda (1933 QB),1280 Baillauda (1933 QB),1.13E+18,-4.51E+11,-2.40E+11,-7566.047448,14232.59147,0,0
1439 Vogtia (1937 TE),1439 Vogtia (1937 TE),1.12E+18,4.18E+11,-4.28E+11,-10662.57841,-10402.33814,0,0
3134 Kostinsky (A921 VA),3134 Kostinsky (A921 VA),1.12E+18,5.83E+11,1.21E+11,3022.930585,-14616.58588,0,0
2312 Duboshin (1976 GU2),2312 Duboshin (1976 GU2),1.11E+18,2.54E+11,5.36E+11,13520.90103,-6410.866249,0,0
319 Leona,319 Leona,1.11E+18,-5.09E+11,5725058451,181.4948431,16142.59127,0,0
3577 Putilin (1969 TK),3577 Putilin (1969 TK),1.09E+18,-5.03E+11,3.09E+11,7854.721006,12779.12876,0,0
2246 Bowell (1979 XH),2246 Bowell (1979 XH),1.08E+18,-3.52E+11,4.75E+11,12038.47054,8917.710419,0,0
2393 Suzuki (1955 WB),2393 Suzuki (1955 WB),1.08E+18,4.65E+11,-1.29E+11,-4415.79532,-15980.9871,0,0
580 Selene (1905 SE),580 Selene (1905 SE),1.07E+18,4.81E+11,-41396361446,-1421.985309,-16520.14926,0,0
6984 Lewiscarroll (1994 AO),6984 Lewiscarroll (1994 AO),1.07E+18,4.63E+11,3.73E+11,9374.447098,-11636.47121,0,0
1295 Deflotte (1933 WD),1295 Deflotte (1933 WD),1.05E+18,-4.95E+11,-1.07E+11,-3402.265326,15821.25053,0,0
1578 Kirkwood (1951 AT),1578 Kirkwood (1951 AT),1.05E+18,5.55E+11,1.92E+11,4911.68284,-14211.66656,0,0
1579 Herrick (1948 SB),1579 Herrick (1948 SB),1.04E+18,-2.80E+11,-4.32E+11,-13482.55018,8731.379421,0,0
2266 Tchaikovsky (1974 VK),2266 Tchaikovsky (1974 VK),1.04E+18,1.25E+11,-4.93E+11,-15662.66615,-3958.720875,0,0
1227 Geranium (1931 TD),1227 Geranium (1931 TD),1.03E+18,-2.91E+11,3.84E+11,13237.83025,10016.11495,0,0
2976 Lautaro (1974 HR),2976 Lautaro (1974 HR),1.03E+18,-4.67E+11,1.77E+11,5766.474598,15250.78651,0,0
803 Picka (1915 WS),803 Picka (1915 WS),1.03E+18,2.38E+11,4.16E+11,14441.72437,-8270.196969,0,0
2067 Aksnes (1936 DD),2067 Aksnes (1936 DD),1.02E+18,-3.77E+11,-4.59E+11,-11557.84199,9491.433883,0,0
3694 Sharon (1984 SH5),3694 Sharon (1984 SH5),1.02E+18,3.23E+11,4.91E+11,12556.37147,-8254.309189,0,0
5603 Rausudake (1992 CE),5603 Rausudake (1992 CE),1.02E+18,-4.84E+11,-3.47E+11,-8696.625955,12138.21255,0,0
958 Asplinda (1921 KC),958 Asplinda (1921 KC),1.00E+18,-4.19E+11,4.24E+11,10622.60421,10477.82794,0,0
1748 Mauderli (1966 RA),1748 Mauderli (1966 RA),9.98E+17,-5.86E+11,-82835636927,-2095.989648,14827.46503,0,0
1859 Kovalevskaya (1972 RS2),1859 Kovalevskaya (1972 RS2),9.92E+17,-4.68E+11,-1.07E+11,-3713.113638,16200.10419,0,0
842 Kerstin (1916 AM),842 Kerstin (1916 AM),9.68E+17,-4.65E+11,-1.34E+11,-4566.361209,15913.03176,0,0
3036 Krat (1937 TO),3036 Krat (1937 TO),9.58E+17,-2.79E+11,-3.91E+11,-13532.56231,9653.612913,0,0
2356 Hirons (1979 UJ),2356 Hirons (1979 UJ),9.57E+17,4.81E+11,-47967138234,-1641.98641,-16480.46991,0,0
3578 Carestia (1977 CC),3578 Carestia (1977 CC),9.53E+17,3.30E+11,3.49E+11,12073.10897,-11415.87387,0,0
692 Hippodamia (1901 HD),692 Hippodamia (1901 HD),9.50E+17,4.79E+11,1.65E+11,5266.785915,-15305.14236,0,0
844 Leontina (1916 AP),844 Leontina (1916 AP),9.37E+17,2.30E+11,-4.21E+11,-14600.37508,-7981.787734,0,0
2235 Vittore (A924 GA),2235 Vittore (A924 GA),9.26E+17,4.20E+11,-2.31E+11,-8026.137785,-14574.53142,0,0
2376 Martynov (1977 QG3),2376 Martynov (1977 QG3),9.24E+17,1.40E+11,4.58E+11,15914.93663,-4864.937915,0,0
830 Petropolitana (1916 ZZ),830 Petropolitana (1916 ZZ),9.18E+17,1.48E+11,-4.57E+11,-15818.52859,-5125.038699,0,0
2208 Pushkin (1977 QL3),2208 Pushkin (1977 QL3),9.08E+17,1.14E+11,-5.10E+11,-15548.61448,-3469.297849,0,0
2145 Blaauw (1976 UF),2145 Blaauw (1976 UF),9.01E+17,-4.46E+11,1.81E+11,6252.862289,15384.24087,0,0
1162 Larissa (1930 AC),1162 Larissa (1930 AC),8.97E+17,4.54E+11,-3.73E+11,-9545.692619,-11611.75886,0,0
1841 Masaryk (1971 UO1),1841 Masaryk (1971 UO1),8.94E+17,4.19E+11,-2.97E+11,-9292.731321,-13116.03377,0,0
1838 Ursa (1971 UC),1838 Ursa (1971 UC),8.90E+17,1.32E+11,4.62E+11,15970.78023,-4573.624812,0,0
2826 Ahti (1939 UJ),2826 Ahti (1939 UJ),8.88E+17,-3.21E+11,3.59E+11,12382.69054,11050.93813,0,0
2421 Nininger (1979 UD),2421 Nininger (1979 UD),8.78E+17,-3.02E+11,3.78E+11,12948.09277,10326.28408,0,0
1070 Tunica (1926 RB),1070 Tunica (1926 RB),8.70E+17,4.83E+11,24132124022,826.6548747,-16545.27833,0,0
5711 Eneev (1978 SO4),5711 Eneev (1978 SO4),8.62E+17,5.59E+11,-1.90E+11,-4820.672825,-14200.8033,0,0
863 Benkoela (1917 BH),863 Benkoela (1917 BH),8.61E+17,-3.84E+11,-2.87E+11,-9973.23468,13326.06661,0,0
4317 Garibaldi (1980 DA1),4317 Garibaldi (1980 DA1),8.58E+17,-2.13E+11,5.58E+11,13929.63722,5310.779124,0,0
5914 Kathywhaler (1990 WK),5914 Kathywhaler (1990 WK),8.47E+17,-31378390920,-5.29E+11,-15799.736,937.4579596,0,0
1456 Saldanha (1937 NG),1456 Saldanha (1937 NG),8.40E+17,-2.96E+11,-3.77E+11,-13083.02056,10272.80314,0,0
2127 Tanya (1971 KB1),2127 Tanya (1971 KB1),8.39E+17,1.73E+11,4.49E+11,15509.57508,-5967.263004,0,0
6237 Chikushi (1989 CV),6237 Chikushi (1989 CV),8.31E+17,5.44E+11,2.25E+11,5733.463989,-13874.67487,0,0
4169 Celsius (1980 FO3),4169 Celsius (1980 FO3),8.29E+17,4.78E+11,1.75E+11,5543.558589,-15162.56205,0,0
3024 Hainan (1981 UW9),3024 Hainan (1981 UW9),8.26E+17,1.89E+11,-4.75E+11,-14979.0521,-5956.100263,0,0
7588 (1992 FJ1),7588 (1992 FJ1),8.23E+17,-94784436267,4.71E+11,16292.13077,3277.964798,0,0
4014 Heizman (1979 SG10),4014 Heizman (1979 SG10),8.18E+17,-99290218039,5.02E+11,15796.24693,3123.458611,0,0
4196 Shuya (1982 SA13),4196 Shuya (1982 SA13),8.16E+17,59978742293,-5.82E+11,-14987.19169,-1545.728842,0,0
3655 Eupraksia (1978 SA3),3655 Eupraksia (1978 SA3),8.15E+17,5.77E+11,1.68E+11,4154.242309,-14263.87358,0,0
3415 Danby (1928 SL),3415 Danby (1928 SL),8.13E+17,5.15E+11,-2.94E+11,-7413.631908,-12995.79441,0,0
3248 Farinella (1982 FK),3248 Farinella (1982 FK),8.12E+17,84448736629,4.72E+11,16376.32602,-2929.879974,0,0
4003 Schumann (1964 ED),4003 Schumann (1964 ED),8.03E+17,-5.01E+11,-1.10E+11,-3457.260749,15708.58929,0,0
3141 Buchar (1984 RH),3141 Buchar (1984 RH),8.01E+17,-4.02E+11,3.11E+11,9887.533454,12770.08521,0,0
3202 Graff (A908 AA),3202 Graff (A908 AA),7.98E+17,3.42E+11,4.78E+11,12212.17187,-8746.31386,0,0
2483 Guinevere (1928 QB),2483 Guinevere (1928 QB),7.93E+17,-2.35E+11,-5.45E+11,-13728.49463,5927.107262,0,0
3990 Heimdal (1987 SO3),3990 Heimdal (1987 SO3),7.93E+17,3.32E+11,4.88E+11,12400.77274,-8438.364175,0,0
1877 Marsden (1971 FC),1877 Marsden (1971 FC),7.92E+17,1.21E+11,-5.79E+11,-14667.4765,-3061.707717,0,0
1091 Spiraea (1928 DT),1091 Spiraea (1928 DT),7.82E+17,5.00E+11,1.04E+11,3271.436379,-15784.39288,0,0
2891 McGetchin (1980 MD),2891 McGetchin (1980 MD),7.79E+17,-4.76E+11,1.58E+11,5107.66475,15439.06111,0,0
3571 Milanstefanik (1982 EJ),3571 Milanstefanik (1982 EJ),7.76E+17,4.36E+11,3.96E+11,10089.09061,-11108.33441,0,0
5368 Vitagliano (1984 SW5),5368 Vitagliano (1984 SW5),7.73E+17,-5.45E+11,-2.35E+11,-5916.166514,13733.04887,0,0
3419 Guth (1981 JZ),3419 Guth (1981 JZ),7.69E+17,4.62E+11,1.33E+11,4602.264808,-15967.0783,0,0
5661 Hildebrand (1977 PO1),5661 Hildebrand (1977 PO1),7.64E+17,4.75E+11,3.56E+11,8969.075502,-11968.47497,0,0
1101 Clematis (1928 SJ),1101 Clematis (1928 SJ),7.50E+17,-4.62E+11,1.43E+11,4894.437158,15826.8847,0,0
2634 James Bradley (1982 DL),2634 James Bradley (1982 DL),7.49E+17,1.20E+11,5.03E+11,15572.29527,-3726.709266,0,0
3368 Duncombe (1985 QT),3368 Duncombe (1985 QT),7.41E+17,-3.96E+11,-3.16E+11,-10097.2516,12655.7353,0,0
4236 Lidov (1979 FV1),4236 Lidov (1979 FV1),7.31E+17,-5.12E+11,50790653653,1585.338278,15981.7998,0,0
2959 Scholl (1983 RE2),2959 Scholl (1983 RE2),7.29E+17,2.42E+11,-5.39E+11,-13676.1357,-6127.380723,0,0
3561 Devine (1983 HO),3561 Devine (1983 HO),7.28E+17,-2.46E+11,5.39E+11,13615.03308,6215.05554,0,0
4617 Zadunaisky (1976 DK),4617 Zadunaisky (1976 DK),7.26E+17,-2.34E+11,-4.20E+11,-14535.92391,8073.512977,0,0
3396 Muazzez (A915 TE),3396 Muazzez (A915 TE),7.23E+17,-3.32E+11,3.85E+11,12234.91612,10553.93681,0,0
7394 Xanthomalitia (1985 QX4),7394 Xanthomalitia (1985 QX4),7.22E+17,-2.97E+11,-5.07E+11,-12966.73482,7588.631761,0,0
1163 Saga (1930 BA),1163 Saga (1930 BA),7.21E+17,-2.95E+11,3.80E+11,13130.02888,10169.17994,0,0
6359 Dubinin (1977 AZ1),6359 Dubinin (1977 AZ1),7.09E+17,-4.15E+11,-2.43E+11,-8406.580683,14325.87143,0,0
3278 Behounek (1984 BT),3278 Behounek (1984 BT),6.99E+17,60563012882,-4.77E+11,-16475.702,-2090.377265,0,0
4045 Lowengrub (1953 RG),4045 Lowengrub (1953 RG),6.96E+17,4.62E+11,-1.40E+11,-4806.964765,-15864.19147,0,0
3254 Bus (1982 UM),3254 Bus (1982 UM),6.91E+17,5.58E+11,-2.10E+11,-5263.978436,-13957.60407,0,0
3843 OISCA (1987 DM),3843 OISCA (1987 DM),6.84E+17,-5.05E+11,-3.18E+11,-7942.490511,12627.35097,0,0
5337 Aoki (1991 LD),5337 Aoki (1991 LD),6.84E+17,-3.87E+11,-2.83E+11,-9820.210095,13430.6688,0,0
4436 Ortizmoreno (1983 EX),4436 Ortizmoreno (1983 EX),6.83E+17,-4.51E+11,-1.84E+11,-6241.655716,15286.40769,0,0
6137 Johnfletcher (1991 BY),6137 Johnfletcher (1991 BY),6.83E+17,4.81E+11,1773420316,61.26115199,-16612.21145,0,0
4208 Kiselev (1986 RQ2),4208 Kiselev (1986 RQ2),6.76E+17,2.13E+11,4.31E+11,14904.6049,-7356.107431,0,0
5928 Pindarus (1973 SK1),5928 Pindarus (1973 SK1),6.76E+17,-2.53E+11,5.39E+11,13520.72585,6338.928736,0,0
835 Olivia (1916 AE),835 Olivia (1916 AE),6.76E+17,-4.74E+11,-84875921550,-2926.831888,16342.6167,0,0
3092 Herodotus (6550 P-L),3092 Herodotus (6550 P-L),6.74E+17,-5.23E+11,79677912850,2385.166692,15657.33891,0,0
3095 Omarkhayyam (1980 RT2),3095 Omarkhayyam (1980 RT2),6.71E+17,81157671327,-5.16E+11,-15747.13299,-2477.077759,0,0
3923 Radzievskij (1976 SN3),3923 Radzievskij (1976 SN3),6.64E+17,77176434661,-5.87E+11,-14840.92036,-1950.310103,0,0
6924 Fukui (1993 TP),6924 Fukui (1993 TP),6.58E+17,-1.15E+11,-4.94E+11,-15748.56496,3681.626099,0,0
6057 Robbia (5182 T-3),6057 Robbia (5182 T-3),6.53E+17,4.57E+11,1.94E+11,6379.072013,-15047.51958,0,0
1832 Mrkos (1969 PC),1832 Mrkos (1969 PC),6.52E+17,4.77E+11,69542457130,2395.921278,-16423.81598,0,0
2932 Kempchinsky (1980 TK4),2932 Kempchinsky (1980 TK4),6.51E+17,-27475020397,5.43E+11,15609.17378,790.3657567,0,0
3967 Shekhtelia (1976 YW2),3967 Shekhtelia (1976 YW2),6.51E+17,-4.37E+11,2.12E+11,7209.379116,14873.34485,0,0
645 Agrippina (1907 AG),645 Agrippina (1907 AG),6.43E+17,4.70E+11,-1.07E+11,-3674.521227,-16174.67859,0,0
